Datum;Grupp;Serie;Värde
2001-04-05;Valutor mot svenska kronor;1 CAD;6,465
2001-04-06;Valutor mot svenska kronor;1 CAD;6,4675
2001-04-07;Valutor mot svenska kronor;1 CAD;N/A
2001-04-08;Valutor mot svenska kronor;1 CAD;N/A
2001-04-09;Valutor mot svenska kronor;1 CAD;6,4575
2001-04-10;Valutor mot svenska kronor;1 CAD;6,5175
2001-04-11;Valutor mot svenska kronor;1 CAD;6,52
2001-04-12;Valutor mot svenska kronor;1 CAD;6,52
2001-04-13;Valutor mot svenska kronor;1 CAD;N/A
2001-04-14;Valutor mot svenska kronor;1 CAD;N/A
2001-04-15;Valutor mot svenska kronor;1 CAD;N/A
2001-04-16;Valutor mot svenska kronor;1 CAD;N/A
2001-04-17;Valutor mot svenska kronor;1 CAD;6,5525
2001-04-18;Valutor mot svenska kronor;1 CAD;6,53
2001-04-19;Valutor mot svenska kronor;1 CAD;6,5075
2001-04-20;Valutor mot svenska kronor;1 CAD;6,50
2001-04-21;Valutor mot svenska kronor;1 CAD;N/A
2001-04-22;Valutor mot svenska kronor;1 CAD;N/A
2001-04-23;Valutor mot svenska kronor;1 CAD;6,52
2001-04-24;Valutor mot svenska kronor;1 CAD;6,575
2001-04-25;Valutor mot svenska kronor;1 CAD;6,6625
2001-04-26;Valutor mot svenska kronor;1 CAD;6,5825
2001-04-27;Valutor mot svenska kronor;1 CAD;6,5675
2001-04-28;Valutor mot svenska kronor;1 CAD;N/A
2001-04-29;Valutor mot svenska kronor;1 CAD;N/A
2001-04-30;Valutor mot svenska kronor;1 CAD;6,61
2001-05-01;Valutor mot svenska kronor;1 CAD;N/A
2001-05-02;Valutor mot svenska kronor;1 CAD;6,67
2001-05-03;Valutor mot svenska kronor;1 CAD;6,6475
2001-05-04;Valutor mot svenska kronor;1 CAD;6,6825
2001-05-05;Valutor mot svenska kronor;1 CAD;N/A
2001-05-06;Valutor mot svenska kronor;1 CAD;N/A
2001-05-07;Valutor mot svenska kronor;1 CAD;6,655
2001-05-08;Valutor mot svenska kronor;1 CAD;6,66
2001-05-09;Valutor mot svenska kronor;1 CAD;6,685
2001-05-10;Valutor mot svenska kronor;1 CAD;6,6375
2001-05-11;Valutor mot svenska kronor;1 CAD;6,635
2001-05-12;Valutor mot svenska kronor;1 CAD;N/A
2001-05-13;Valutor mot svenska kronor;1 CAD;N/A
2001-05-14;Valutor mot svenska kronor;1 CAD;6,6175
2001-05-15;Valutor mot svenska kronor;1 CAD;6,625
2001-05-16;Valutor mot svenska kronor;1 CAD;6,6275
2001-05-17;Valutor mot svenska kronor;1 CAD;6,6475
2001-05-18;Valutor mot svenska kronor;1 CAD;6,65
2001-05-19;Valutor mot svenska kronor;1 CAD;N/A
2001-05-20;Valutor mot svenska kronor;1 CAD;N/A
2001-05-21;Valutor mot svenska kronor;1 CAD;6,6825
2001-05-22;Valutor mot svenska kronor;1 CAD;6,6625
2001-05-23;Valutor mot svenska kronor;1 CAD;6,7525
2001-05-24;Valutor mot svenska kronor;1 CAD;N/A
2001-05-25;Valutor mot svenska kronor;1 CAD;6,7875
2001-05-26;Valutor mot svenska kronor;1 CAD;N/A
2001-05-27;Valutor mot svenska kronor;1 CAD;N/A
2001-05-28;Valutor mot svenska kronor;1 CAD;6,815
2001-05-29;Valutor mot svenska kronor;1 CAD;6,8525
2001-05-30;Valutor mot svenska kronor;1 CAD;6,88
2001-05-31;Valutor mot svenska kronor;1 CAD;6,935
2001-06-01;Valutor mot svenska kronor;1 CAD;7,0175
2001-06-02;Valutor mot svenska kronor;1 CAD;N/A
2001-06-03;Valutor mot svenska kronor;1 CAD;N/A
2001-06-04;Valutor mot svenska kronor;1 CAD;N/A
2001-06-05;Valutor mot svenska kronor;1 CAD;7,1125
2001-06-06;Valutor mot svenska kronor;1 CAD;7,07
2001-06-07;Valutor mot svenska kronor;1 CAD;7,20
2001-06-08;Valutor mot svenska kronor;1 CAD;7,2225
2001-06-09;Valutor mot svenska kronor;1 CAD;N/A
2001-06-10;Valutor mot svenska kronor;1 CAD;N/A
2001-06-11;Valutor mot svenska kronor;1 CAD;7,195
2001-06-12;Valutor mot svenska kronor;1 CAD;7,19
2001-06-13;Valutor mot svenska kronor;1 CAD;7,135
2001-06-14;Valutor mot svenska kronor;1 CAD;7,125
2001-06-15;Valutor mot svenska kronor;1 CAD;7,0325
2001-06-16;Valutor mot svenska kronor;1 CAD;N/A
2001-06-17;Valutor mot svenska kronor;1 CAD;N/A
2001-06-18;Valutor mot svenska kronor;1 CAD;6,935
2001-06-19;Valutor mot svenska kronor;1 CAD;6,8775
2001-06-20;Valutor mot svenska kronor;1 CAD;6,935
2001-06-21;Valutor mot svenska kronor;1 CAD;6,9675
2001-06-22;Valutor mot svenska kronor;1 CAD;N/A
2001-06-23;Valutor mot svenska kronor;1 CAD;N/A
2001-06-24;Valutor mot svenska kronor;1 CAD;N/A
2001-06-25;Valutor mot svenska kronor;1 CAD;7,00
2001-06-26;Valutor mot svenska kronor;1 CAD;6,985
2001-06-27;Valutor mot svenska kronor;1 CAD;7,07
2001-06-28;Valutor mot svenska kronor;1 CAD;7,09
2001-06-29;Valutor mot svenska kronor;1 CAD;7,1225
2001-06-30;Valutor mot svenska kronor;1 CAD;N/A
2001-07-01;Valutor mot svenska kronor;1 CAD;N/A
2001-07-02;Valutor mot svenska kronor;1 CAD;7,205
2001-07-03;Valutor mot svenska kronor;1 CAD;7,215
2001-07-04;Valutor mot svenska kronor;1 CAD;7,2025
2001-07-05;Valutor mot svenska kronor;1 CAD;7,2375
2001-07-06;Valutor mot svenska kronor;1 CAD;7,2525
2001-07-07;Valutor mot svenska kronor;1 CAD;N/A
2001-07-08;Valutor mot svenska kronor;1 CAD;N/A
2001-07-09;Valutor mot svenska kronor;1 CAD;7,19
2001-07-10;Valutor mot svenska kronor;1 CAD;7,1425
2001-07-11;Valutor mot svenska kronor;1 CAD;7,1375
2001-07-12;Valutor mot svenska kronor;1 CAD;7,1175
2001-07-13;Valutor mot svenska kronor;1 CAD;7,0675
2001-07-14;Valutor mot svenska kronor;1 CAD;N/A
2001-07-15;Valutor mot svenska kronor;1 CAD;N/A
2001-07-16;Valutor mot svenska kronor;1 CAD;6,975
2001-07-17;Valutor mot svenska kronor;1 CAD;7,0425
2001-07-18;Valutor mot svenska kronor;1 CAD;6,99
2001-07-19;Valutor mot svenska kronor;1 CAD;6,865
2001-07-20;Valutor mot svenska kronor;1 CAD;6,89
2001-07-21;Valutor mot svenska kronor;1 CAD;N/A
2001-07-22;Valutor mot svenska kronor;1 CAD;N/A
2001-07-23;Valutor mot svenska kronor;1 CAD;6,9375
2001-07-24;Valutor mot svenska kronor;1 CAD;6,9525
2001-07-25;Valutor mot svenska kronor;1 CAD;6,95
2001-07-26;Valutor mot svenska kronor;1 CAD;6,8725
2001-07-27;Valutor mot svenska kronor;1 CAD;6,9025
2001-07-28;Valutor mot svenska kronor;1 CAD;N/A
2001-07-29;Valutor mot svenska kronor;1 CAD;N/A
2001-07-30;Valutor mot svenska kronor;1 CAD;6,9225
2001-07-31;Valutor mot svenska kronor;1 CAD;6,90
2001-08-01;Valutor mot svenska kronor;1 CAD;6,87
2001-08-02;Valutor mot svenska kronor;1 CAD;6,83
2001-08-03;Valutor mot svenska kronor;1 CAD;6,775
2001-08-04;Valutor mot svenska kronor;1 CAD;N/A
2001-08-05;Valutor mot svenska kronor;1 CAD;N/A
2001-08-06;Valutor mot svenska kronor;1 CAD;6,80
2001-08-07;Valutor mot svenska kronor;1 CAD;6,8575
2001-08-08;Valutor mot svenska kronor;1 CAD;6,81
2001-08-09;Valutor mot svenska kronor;1 CAD;6,7725
2001-08-10;Valutor mot svenska kronor;1 CAD;6,6725
2001-08-11;Valutor mot svenska kronor;1 CAD;N/A
2001-08-12;Valutor mot svenska kronor;1 CAD;N/A
2001-08-13;Valutor mot svenska kronor;1 CAD;6,675
2001-08-14;Valutor mot svenska kronor;1 CAD;6,67
2001-08-15;Valutor mot svenska kronor;1 CAD;6,6375
2001-08-16;Valutor mot svenska kronor;1 CAD;6,5925
2001-08-17;Valutor mot svenska kronor;1 CAD;6,6225
2001-08-18;Valutor mot svenska kronor;1 CAD;N/A
2001-08-19;Valutor mot svenska kronor;1 CAD;N/A
2001-08-20;Valutor mot svenska kronor;1 CAD;6,655
2001-08-21;Valutor mot svenska kronor;1 CAD;6,675
2001-08-22;Valutor mot svenska kronor;1 CAD;6,6825
2001-08-23;Valutor mot svenska kronor;1 CAD;6,70
2001-08-24;Valutor mot svenska kronor;1 CAD;6,6925
2001-08-25;Valutor mot svenska kronor;1 CAD;N/A
2001-08-26;Valutor mot svenska kronor;1 CAD;N/A
2001-08-27;Valutor mot svenska kronor;1 CAD;6,67
2001-08-28;Valutor mot svenska kronor;1 CAD;6,695
2001-08-29;Valutor mot svenska kronor;1 CAD;6,6925
2001-08-30;Valutor mot svenska kronor;1 CAD;6,7425
2001-08-31;Valutor mot svenska kronor;1 CAD;6,715
2001-09-01;Valutor mot svenska kronor;1 CAD;N/A
2001-09-02;Valutor mot svenska kronor;1 CAD;N/A
2001-09-03;Valutor mot svenska kronor;1 CAD;6,715
2001-09-04;Valutor mot svenska kronor;1 CAD;6,8125
2001-09-05;Valutor mot svenska kronor;1 CAD;6,8625
2001-09-06;Valutor mot svenska kronor;1 CAD;6,87
2001-09-07;Valutor mot svenska kronor;1 CAD;6,8175
2001-09-08;Valutor mot svenska kronor;1 CAD;N/A
2001-09-09;Valutor mot svenska kronor;1 CAD;N/A
2001-09-10;Valutor mot svenska kronor;1 CAD;6,6975
2001-09-11;Valutor mot svenska kronor;1 CAD;6,76
2001-09-12;Valutor mot svenska kronor;1 CAD;6,7625
2001-09-13;Valutor mot svenska kronor;1 CAD;6,77
2001-09-14;Valutor mot svenska kronor;1 CAD;6,71
2001-09-15;Valutor mot svenska kronor;1 CAD;N/A
2001-09-16;Valutor mot svenska kronor;1 CAD;N/A
2001-09-17;Valutor mot svenska kronor;1 CAD;6,6275
2001-09-18;Valutor mot svenska kronor;1 CAD;6,7075
2001-09-19;Valutor mot svenska kronor;1 CAD;6,6925
2001-09-20;Valutor mot svenska kronor;1 CAD;6,695
2001-09-21;Valutor mot svenska kronor;1 CAD;6,8575
2001-09-22;Valutor mot svenska kronor;1 CAD;N/A
2001-09-23;Valutor mot svenska kronor;1 CAD;N/A
2001-09-24;Valutor mot svenska kronor;1 CAD;6,91
2001-09-25;Valutor mot svenska kronor;1 CAD;6,835
2001-09-26;Valutor mot svenska kronor;1 CAD;6,8375
2001-09-27;Valutor mot svenska kronor;1 CAD;6,8725
2001-09-28;Valutor mot svenska kronor;1 CAD;6,7575
2001-09-29;Valutor mot svenska kronor;1 CAD;N/A
2001-09-30;Valutor mot svenska kronor;1 CAD;N/A
2001-10-01;Valutor mot svenska kronor;1 CAD;6,745
2001-10-02;Valutor mot svenska kronor;1 CAD;6,765
2001-10-03;Valutor mot svenska kronor;1 CAD;6,76
2001-10-04;Valutor mot svenska kronor;1 CAD;6,7525
2001-10-05;Valutor mot svenska kronor;1 CAD;6,765
2001-10-06;Valutor mot svenska kronor;1 CAD;N/A
2001-10-07;Valutor mot svenska kronor;1 CAD;N/A
2001-10-08;Valutor mot svenska kronor;1 CAD;6,76
2001-10-09;Valutor mot svenska kronor;1 CAD;6,7575
2001-10-10;Valutor mot svenska kronor;1 CAD;6,74
2001-10-11;Valutor mot svenska kronor;1 CAD;6,7225
2001-10-12;Valutor mot svenska kronor;1 CAD;6,74
2001-10-13;Valutor mot svenska kronor;1 CAD;N/A
2001-10-14;Valutor mot svenska kronor;1 CAD;N/A
2001-10-15;Valutor mot svenska kronor;1 CAD;6,70
2001-10-16;Valutor mot svenska kronor;1 CAD;6,7025
2001-10-17;Valutor mot svenska kronor;1 CAD;6,675
2001-10-18;Valutor mot svenska kronor;1 CAD;6,705
2001-10-19;Valutor mot svenska kronor;1 CAD;6,63
2001-10-20;Valutor mot svenska kronor;1 CAD;N/A
2001-10-21;Valutor mot svenska kronor;1 CAD;N/A
2001-10-22;Valutor mot svenska kronor;1 CAD;6,70
2001-10-23;Valutor mot svenska kronor;1 CAD;6,7525
2001-10-24;Valutor mot svenska kronor;1 CAD;6,785
2001-10-25;Valutor mot svenska kronor;1 CAD;6,7325
2001-10-26;Valutor mot svenska kronor;1 CAD;6,6925
2001-10-27;Valutor mot svenska kronor;1 CAD;N/A
2001-10-28;Valutor mot svenska kronor;1 CAD;N/A
2001-10-29;Valutor mot svenska kronor;1 CAD;6,70
2001-10-30;Valutor mot svenska kronor;1 CAD;6,7125
2001-10-31;Valutor mot svenska kronor;1 CAD;6,705
2001-11-01;Valutor mot svenska kronor;1 CAD;6,68
2001-11-02;Valutor mot svenska kronor;1 CAD;6,6025
2001-11-03;Valutor mot svenska kronor;1 CAD;N/A
2001-11-04;Valutor mot svenska kronor;1 CAD;N/A
2001-11-05;Valutor mot svenska kronor;1 CAD;6,66
2001-11-06;Valutor mot svenska kronor;1 CAD;6,6175
2001-11-07;Valutor mot svenska kronor;1 CAD;6,60
2001-11-08;Valutor mot svenska kronor;1 CAD;6,5725
2001-11-09;Valutor mot svenska kronor;1 CAD;6,6175
2001-11-10;Valutor mot svenska kronor;1 CAD;N/A
2001-11-11;Valutor mot svenska kronor;1 CAD;N/A
2001-11-12;Valutor mot svenska kronor;1 CAD;6,5625
2001-11-13;Valutor mot svenska kronor;1 CAD;6,595
2001-11-14;Valutor mot svenska kronor;1 CAD;6,66
2001-11-15;Valutor mot svenska kronor;1 CAD;6,6275
2001-11-16;Valutor mot svenska kronor;1 CAD;6,6525
2001-11-17;Valutor mot svenska kronor;1 CAD;N/A
2001-11-18;Valutor mot svenska kronor;1 CAD;N/A
2001-11-19;Valutor mot svenska kronor;1 CAD;6,705
2001-11-20;Valutor mot svenska kronor;1 CAD;6,67
2001-11-21;Valutor mot svenska kronor;1 CAD;6,69
2001-11-22;Valutor mot svenska kronor;1 CAD;6,68
2001-11-23;Valutor mot svenska kronor;1 CAD;6,66
2001-11-24;Valutor mot svenska kronor;1 CAD;N/A
2001-11-25;Valutor mot svenska kronor;1 CAD;N/A
2001-11-26;Valutor mot svenska kronor;1 CAD;6,6275
2001-11-27;Valutor mot svenska kronor;1 CAD;6,6475
2001-11-28;Valutor mot svenska kronor;1 CAD;6,655
2001-11-29;Valutor mot svenska kronor;1 CAD;6,7375
2001-11-30;Valutor mot svenska kronor;1 CAD;6,755
2001-12-01;Valutor mot svenska kronor;1 CAD;N/A
2001-12-02;Valutor mot svenska kronor;1 CAD;N/A
2001-12-03;Valutor mot svenska kronor;1 CAD;6,8175
2001-12-04;Valutor mot svenska kronor;1 CAD;6,775
2001-12-05;Valutor mot svenska kronor;1 CAD;6,7225
2001-12-06;Valutor mot svenska kronor;1 CAD;6,6925
2001-12-07;Valutor mot svenska kronor;1 CAD;6,6575
2001-12-08;Valutor mot svenska kronor;1 CAD;N/A
2001-12-09;Valutor mot svenska kronor;1 CAD;N/A
2001-12-10;Valutor mot svenska kronor;1 CAD;6,6675
2001-12-11;Valutor mot svenska kronor;1 CAD;6,6525
2001-12-12;Valutor mot svenska kronor;1 CAD;6,6925
2001-12-13;Valutor mot svenska kronor;1 CAD;6,6725
2001-12-14;Valutor mot svenska kronor;1 CAD;6,675
2001-12-15;Valutor mot svenska kronor;1 CAD;N/A
2001-12-16;Valutor mot svenska kronor;1 CAD;N/A
2001-12-17;Valutor mot svenska kronor;1 CAD;6,74
2001-12-18;Valutor mot svenska kronor;1 CAD;6,675
2001-12-19;Valutor mot svenska kronor;1 CAD;6,6825
2001-12-20;Valutor mot svenska kronor;1 CAD;6,68
2001-12-21;Valutor mot svenska kronor;1 CAD;6,7525
2001-12-22;Valutor mot svenska kronor;1 CAD;N/A
2001-12-23;Valutor mot svenska kronor;1 CAD;N/A
2001-12-24;Valutor mot svenska kronor;1 CAD;N/A
2001-12-25;Valutor mot svenska kronor;1 CAD;N/A
2001-12-26;Valutor mot svenska kronor;1 CAD;N/A
2001-12-27;Valutor mot svenska kronor;1 CAD;6,7175
2001-12-28;Valutor mot svenska kronor;1 CAD;6,69
2001-12-29;Valutor mot svenska kronor;1 CAD;N/A
2001-12-30;Valutor mot svenska kronor;1 CAD;N/A
2001-12-31;Valutor mot svenska kronor;1 CAD;N/A
2002-01-01;Valutor mot svenska kronor;1 CAD;N/A
2002-01-02;Valutor mot svenska kronor;1 CAD;6,4725
2002-01-03;Valutor mot svenska kronor;1 CAD;6,4375
2002-01-04;Valutor mot svenska kronor;1 CAD;6,4525
2002-01-05;Valutor mot svenska kronor;1 CAD;N/A
2002-01-06;Valutor mot svenska kronor;1 CAD;N/A
2002-01-07;Valutor mot svenska kronor;1 CAD;6,41
2002-01-08;Valutor mot svenska kronor;1 CAD;6,4725
2002-01-09;Valutor mot svenska kronor;1 CAD;6,515
2002-01-10;Valutor mot svenska kronor;1 CAD;6,485
2002-01-11;Valutor mot svenska kronor;1 CAD;6,4225
2002-01-12;Valutor mot svenska kronor;1 CAD;N/A
2002-01-13;Valutor mot svenska kronor;1 CAD;N/A
2002-01-14;Valutor mot svenska kronor;1 CAD;6,4525
2002-01-15;Valutor mot svenska kronor;1 CAD;6,5275
2002-01-16;Valutor mot svenska kronor;1 CAD;6,5575
2002-01-17;Valutor mot svenska kronor;1 CAD;6,545
2002-01-18;Valutor mot svenska kronor;1 CAD;6,5225
2002-01-19;Valutor mot svenska kronor;1 CAD;N/A
2002-01-20;Valutor mot svenska kronor;1 CAD;N/A
2002-01-21;Valutor mot svenska kronor;1 CAD;6,4425
2002-01-22;Valutor mot svenska kronor;1 CAD;6,4925
2002-01-23;Valutor mot svenska kronor;1 CAD;6,505
2002-01-24;Valutor mot svenska kronor;1 CAD;6,5725
2002-01-25;Valutor mot svenska kronor;1 CAD;6,57
2002-01-26;Valutor mot svenska kronor;1 CAD;N/A
2002-01-27;Valutor mot svenska kronor;1 CAD;N/A
2002-01-28;Valutor mot svenska kronor;1 CAD;6,625
2002-01-29;Valutor mot svenska kronor;1 CAD;6,7375
2002-01-30;Valutor mot svenska kronor;1 CAD;6,72
2002-01-31;Valutor mot svenska kronor;1 CAD;6,705
2002-02-01;Valutor mot svenska kronor;1 CAD;6,7175
2002-02-02;Valutor mot svenska kronor;1 CAD;N/A
2002-02-03;Valutor mot svenska kronor;1 CAD;N/A
2002-02-04;Valutor mot svenska kronor;1 CAD;6,7175
2002-02-05;Valutor mot svenska kronor;1 CAD;6,6525
2002-02-06;Valutor mot svenska kronor;1 CAD;6,6625
2002-02-07;Valutor mot svenska kronor;1 CAD;6,6125
2002-02-08;Valutor mot svenska kronor;1 CAD;6,6125
2002-02-09;Valutor mot svenska kronor;1 CAD;N/A
2002-02-10;Valutor mot svenska kronor;1 CAD;N/A
2002-02-11;Valutor mot svenska kronor;1 CAD;6,645
2002-02-12;Valutor mot svenska kronor;1 CAD;6,62
2002-02-13;Valutor mot svenska kronor;1 CAD;6,635
2002-02-14;Valutor mot svenska kronor;1 CAD;6,645
2002-02-15;Valutor mot svenska kronor;1 CAD;6,625
2002-02-16;Valutor mot svenska kronor;1 CAD;N/A
2002-02-17;Valutor mot svenska kronor;1 CAD;N/A
2002-02-18;Valutor mot svenska kronor;1 CAD;6,6075
2002-02-19;Valutor mot svenska kronor;1 CAD;6,66
2002-02-20;Valutor mot svenska kronor;1 CAD;6,6175
2002-02-21;Valutor mot svenska kronor;1 CAD;6,615
2002-02-22;Valutor mot svenska kronor;1 CAD;6,61
2002-02-23;Valutor mot svenska kronor;1 CAD;N/A
2002-02-24;Valutor mot svenska kronor;1 CAD;N/A
2002-02-25;Valutor mot svenska kronor;1 CAD;6,5475
2002-02-26;Valutor mot svenska kronor;1 CAD;6,495
2002-02-27;Valutor mot svenska kronor;1 CAD;6,535
2002-02-28;Valutor mot svenska kronor;1 CAD;6,5275
2002-03-01;Valutor mot svenska kronor;1 CAD;6,5325
2002-03-02;Valutor mot svenska kronor;1 CAD;N/A
2002-03-03;Valutor mot svenska kronor;1 CAD;N/A
2002-03-04;Valutor mot svenska kronor;1 CAD;6,585
2002-03-05;Valutor mot svenska kronor;1 CAD;6,545
2002-03-06;Valutor mot svenska kronor;1 CAD;6,5375
2002-03-07;Valutor mot svenska kronor;1 CAD;6,5275
2002-03-08;Valutor mot svenska kronor;1 CAD;6,5075
2002-03-09;Valutor mot svenska kronor;1 CAD;N/A
2002-03-10;Valutor mot svenska kronor;1 CAD;N/A
2002-03-11;Valutor mot svenska kronor;1 CAD;6,5325
2002-03-12;Valutor mot svenska kronor;1 CAD;6,5525
2002-03-13;Valutor mot svenska kronor;1 CAD;6,5775
2002-03-14;Valutor mot svenska kronor;1 CAD;6,515
2002-03-15;Valutor mot svenska kronor;1 CAD;6,495
2002-03-16;Valutor mot svenska kronor;1 CAD;N/A
2002-03-17;Valutor mot svenska kronor;1 CAD;N/A
2002-03-18;Valutor mot svenska kronor;1 CAD;6,53
2002-03-19;Valutor mot svenska kronor;1 CAD;6,4875
2002-03-20;Valutor mot svenska kronor;1 CAD;6,4925
2002-03-21;Valutor mot svenska kronor;1 CAD;6,4575
2002-03-22;Valutor mot svenska kronor;1 CAD;6,4725
2002-03-23;Valutor mot svenska kronor;1 CAD;N/A
2002-03-24;Valutor mot svenska kronor;1 CAD;N/A
2002-03-25;Valutor mot svenska kronor;1 CAD;6,52
2002-03-26;Valutor mot svenska kronor;1 CAD;6,47
2002-03-27;Valutor mot svenska kronor;1 CAD;6,4825
2002-03-28;Valutor mot svenska kronor;1 CAD;6,4875
2002-03-29;Valutor mot svenska kronor;1 CAD;N/A
2002-03-30;Valutor mot svenska kronor;1 CAD;N/A
2002-03-31;Valutor mot svenska kronor;1 CAD;N/A
2002-04-01;Valutor mot svenska kronor;1 CAD;N/A
2002-04-02;Valutor mot svenska kronor;1 CAD;6,425
2002-04-03;Valutor mot svenska kronor;1 CAD;6,47
2002-04-04;Valutor mot svenska kronor;1 CAD;6,4725
2002-04-05;Valutor mot svenska kronor;1 CAD;6,445
2002-04-06;Valutor mot svenska kronor;1 CAD;N/A
2002-04-07;Valutor mot svenska kronor;1 CAD;N/A
2002-04-08;Valutor mot svenska kronor;1 CAD;6,4775
2002-04-09;Valutor mot svenska kronor;1 CAD;6,5025
2002-04-10;Valutor mot svenska kronor;1 CAD;6,485
2002-04-11;Valutor mot svenska kronor;1 CAD;6,495
2002-04-12;Valutor mot svenska kronor;1 CAD;6,5125
2002-04-13;Valutor mot svenska kronor;1 CAD;N/A
2002-04-14;Valutor mot svenska kronor;1 CAD;N/A
2002-04-15;Valutor mot svenska kronor;1 CAD;6,4975
2002-04-16;Valutor mot svenska kronor;1 CAD;6,5375
2002-04-17;Valutor mot svenska kronor;1 CAD;6,5475
2002-04-18;Valutor mot svenska kronor;1 CAD;6,52
2002-04-19;Valutor mot svenska kronor;1 CAD;6,5525
2002-04-20;Valutor mot svenska kronor;1 CAD;N/A
2002-04-21;Valutor mot svenska kronor;1 CAD;N/A
2002-04-22;Valutor mot svenska kronor;1 CAD;6,585
2002-04-23;Valutor mot svenska kronor;1 CAD;6,59
2002-04-24;Valutor mot svenska kronor;1 CAD;6,565
2002-04-25;Valutor mot svenska kronor;1 CAD;6,57
2002-04-26;Valutor mot svenska kronor;1 CAD;6,555
2002-04-27;Valutor mot svenska kronor;1 CAD;N/A
2002-04-28;Valutor mot svenska kronor;1 CAD;N/A
2002-04-29;Valutor mot svenska kronor;1 CAD;6,56
2002-04-30;Valutor mot svenska kronor;1 CAD;6,52
2002-05-01;Valutor mot svenska kronor;1 CAD;N/A
2002-05-02;Valutor mot svenska kronor;1 CAD;6,5525
2002-05-03;Valutor mot svenska kronor;1 CAD;6,545
2002-05-04;Valutor mot svenska kronor;1 CAD;N/A
2002-05-05;Valutor mot svenska kronor;1 CAD;N/A
2002-05-06;Valutor mot svenska kronor;1 CAD;6,4925
2002-05-07;Valutor mot svenska kronor;1 CAD;6,505
2002-05-08;Valutor mot svenska kronor;1 CAD;6,565
2002-05-09;Valutor mot svenska kronor;1 CAD;N/A
2002-05-10;Valutor mot svenska kronor;1 CAD;6,5275
2002-05-11;Valutor mot svenska kronor;1 CAD;N/A
2002-05-12;Valutor mot svenska kronor;1 CAD;N/A
2002-05-13;Valutor mot svenska kronor;1 CAD;6,56
2002-05-14;Valutor mot svenska kronor;1 CAD;6,575
2002-05-15;Valutor mot svenska kronor;1 CAD;6,54
2002-05-16;Valutor mot svenska kronor;1 CAD;6,5075
2002-05-17;Valutor mot svenska kronor;1 CAD;6,4875
2002-05-18;Valutor mot svenska kronor;1 CAD;N/A
2002-05-19;Valutor mot svenska kronor;1 CAD;N/A
2002-05-20;Valutor mot svenska kronor;1 CAD;N/A
2002-05-21;Valutor mot svenska kronor;1 CAD;6,48
2002-05-22;Valutor mot svenska kronor;1 CAD;6,47
2002-05-23;Valutor mot svenska kronor;1 CAD;6,4375
2002-05-24;Valutor mot svenska kronor;1 CAD;6,4375
2002-05-25;Valutor mot svenska kronor;1 CAD;N/A
2002-05-26;Valutor mot svenska kronor;1 CAD;N/A
2002-05-27;Valutor mot svenska kronor;1 CAD;6,475
2002-05-28;Valutor mot svenska kronor;1 CAD;6,4475
2002-05-29;Valutor mot svenska kronor;1 CAD;6,435
2002-05-30;Valutor mot svenska kronor;1 CAD;6,33
2002-05-31;Valutor mot svenska kronor;1 CAD;6,34
2002-06-01;Valutor mot svenska kronor;1 CAD;N/A
2002-06-02;Valutor mot svenska kronor;1 CAD;N/A
2002-06-03;Valutor mot svenska kronor;1 CAD;6,345
2002-06-04;Valutor mot svenska kronor;1 CAD;6,35
2002-06-05;Valutor mot svenska kronor;1 CAD;6,35
2002-06-06;Valutor mot svenska kronor;1 CAD;6,3575
2002-06-07;Valutor mot svenska kronor;1 CAD;6,34
2002-06-08;Valutor mot svenska kronor;1 CAD;N/A
2002-06-09;Valutor mot svenska kronor;1 CAD;N/A
2002-06-10;Valutor mot svenska kronor;1 CAD;6,375
2002-06-11;Valutor mot svenska kronor;1 CAD;6,3125
2002-06-12;Valutor mot svenska kronor;1 CAD;6,3025
2002-06-13;Valutor mot svenska kronor;1 CAD;6,305
2002-06-14;Valutor mot svenska kronor;1 CAD;6,30
2002-06-15;Valutor mot svenska kronor;1 CAD;N/A
2002-06-16;Valutor mot svenska kronor;1 CAD;N/A
2002-06-17;Valutor mot svenska kronor;1 CAD;6,2225
2002-06-18;Valutor mot svenska kronor;1 CAD;6,20
2002-06-19;Valutor mot svenska kronor;1 CAD;6,17
2002-06-20;Valutor mot svenska kronor;1 CAD;6,1575
2002-06-21;Valutor mot svenska kronor;1 CAD;N/A
2002-06-22;Valutor mot svenska kronor;1 CAD;N/A
2002-06-23;Valutor mot svenska kronor;1 CAD;N/A
2002-06-24;Valutor mot svenska kronor;1 CAD;6,1425
2002-06-25;Valutor mot svenska kronor;1 CAD;6,1175
2002-06-26;Valutor mot svenska kronor;1 CAD;6,085
2002-06-27;Valutor mot svenska kronor;1 CAD;6,0925
2002-06-28;Valutor mot svenska kronor;1 CAD;6,0675
